Feature 1,Feature 2,Absolute Pearson Correlation
Fwd Avg Bulk Rate,Active Std,
Fwd Avg Bulk Rate,Active Max,
Fwd Avg Bulk Rate,Active Min,
Fwd Avg Bulk Rate,Idle Mean,
Fwd Avg Bulk Rate,Idle Std,
Fwd Avg Bulk Rate,Idle Max,
Fwd Avg Bulk Rate,Idle Min,
Bwd Avg Bytes/Bulk,Destination Port,
Bwd Avg Bytes/Bulk,Flow Duration,
Bwd Avg Bytes/Bulk,Total Fwd Packets,
Bwd Avg Bytes/Bulk,Total Backward Packets,
Bwd Avg Bytes/Bulk,Total Length of Fwd Packets,
Bwd Avg Bytes/Bulk,Total Length of Bwd Packets,
Bwd Avg Bytes/Bulk,Fwd Packet Length Max,
Bwd Avg Bytes/Bulk,Fwd Packet Length Min,
Bwd Avg Bytes/Bulk,Fwd Packet Length Mean,
Bwd Avg Bytes/Bulk,Fwd Packet Length Std,
Bwd Avg Bytes/Bulk,Bwd Packet Length Max,
Bwd Avg Bytes/Bulk,Bwd Packet Length Min,
Bwd Avg Bytes/Bulk,Bwd Packet Length Mean,
Bwd Avg Bytes/Bulk,Bwd Packet Length Std,
Bwd Avg Bytes/Bulk,Flow Bytes/s,
Bwd Avg Bytes/Bulk,Flow Packets/s,
Bwd Avg Bytes/Bulk,Flow IAT Mean,
Bwd Avg Bytes/Bulk,Flow IAT Std,
Bwd Avg Bytes/Bulk,Flow IAT Max,
Bwd Avg Bytes/Bulk,Flow IAT Min,
Bwd Avg Bytes/Bulk,Fwd IAT Total,
Bwd Avg Bytes/Bulk,Fwd IAT Mean,
Bwd Avg Bytes/Bulk,Fwd IAT Std,
Bwd Avg Bytes/Bulk,Fwd IAT Max,
Bwd Avg Bytes/Bulk,Fwd IAT Min,
Bwd Avg Bytes/Bulk,Bwd IAT Total,
Bwd Avg Bytes/Bulk,Bwd IAT Mean,
Bwd Avg Bytes/Bulk,Bwd IAT Std,
Bwd Avg Bytes/Bulk,Bwd IAT Max,
Bwd Avg Bytes/Bulk,Bwd IAT Min,
Bwd Avg Bytes/Bulk,Fwd PSH Flags,
Bwd Avg Bytes/Bulk,Bwd PSH Flags,
Bwd Avg Bytes/Bulk,Fwd URG Flags,
Bwd Avg Bytes/Bulk,Bwd URG Flags,
Bwd Avg Bytes/Bulk,Fwd Header Length,
Bwd Avg Bytes/Bulk,Bwd Header Length,
Bwd Avg Bytes/Bulk,Fwd Packets/s,
Bwd Avg Bytes/Bulk,Bwd Packets/s,
Bwd Avg Bytes/Bulk,Min Packet Length,
Bwd Avg Bytes/Bulk,Max Packet Length,
Bwd Avg Bytes/Bulk,Packet Length Mean,
Bwd Avg Bytes/Bulk,Packet Length Std,
Bwd Avg Bytes/Bulk,Packet Length Variance,
Bwd Avg Bytes/Bulk,FIN Flag Count,
Bwd Avg Bytes/Bulk,SYN Flag Count,
Bwd Avg Bytes/Bulk,RST Flag Count,
Bwd Avg Bytes/Bulk,PSH Flag Count,
Bwd Avg Bytes/Bulk,ACK Flag Count,
Bwd Avg Bytes/Bulk,URG Flag Count,
Bwd Avg Bytes/Bulk,CWE Flag Count,
Bwd Avg Bytes/Bulk,ECE Flag Count,
Bwd Avg Bytes/Bulk,Down/Up Ratio,
Bwd Avg Bytes/Bulk,Average Packet Size,
Bwd Avg Bytes/Bulk,Avg Fwd Segment Size,
Bwd Avg Bytes/Bulk,Avg Bwd Segment Size,
Bwd Avg Bytes/Bulk,Fwd Header Length.1,
Bwd Avg Bytes/Bulk,Fwd Avg Bytes/Bulk,
Bwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,
Bwd Avg Bytes/Bulk,Fwd Avg Bulk Rate,
Bwd Avg Bytes/Bulk,Bwd Avg Bytes/Bulk,
Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,
Bwd Avg Bytes/Bulk,Bwd Avg Bulk Rate,
Bwd Avg Bytes/Bulk,Subflow Fwd Packets,
Bwd Avg Bytes/Bulk,Subflow Fwd Bytes,
Bwd Avg Bytes/Bulk,Subflow Bwd Packets,
Bwd Avg Bytes/Bulk,Subflow Bwd Bytes,
Bwd Avg Bytes/Bulk,Init_Win_bytes_forward,
Bwd Avg Bytes/Bulk,Init_Win_bytes_backward,
Bwd Avg Bytes/Bulk,act_data_pkt_fwd,
Bwd Avg Bytes/Bulk,min_seg_size_forward,
Bwd Avg Bytes/Bulk,Active Mean,
Bwd Avg Bytes/Bulk,Active Std,
Bwd Avg Bytes/Bulk,Active Max,
Bwd Avg Bytes/Bulk,Active Min,
Bwd Avg Bytes/Bulk,Idle Mean,
Bwd Avg Bytes/Bulk,Idle Std,
Bwd Avg Bytes/Bulk,Idle Max,
Bwd Avg Bytes/Bulk,Idle Min,
Bwd Avg Packets/Bulk,Destination Port,
Bwd Avg Packets/Bulk,Flow Duration,
Bwd Avg Packets/Bulk,Total Fwd Packets,
Bwd Avg Packets/Bulk,Total Backward Packets,
Bwd Avg Packets/Bulk,Total Length of Fwd Packets,
Bwd Avg Packets/Bulk,Total Length of Bwd Packets,
Bwd Avg Packets/Bulk,Fwd Packet Length Max,
Bwd Avg Packets/Bulk,Fwd Packet Length Min,
Bwd Avg Packets/Bulk,Fwd Packet Length Mean,
Bwd Avg Packets/Bulk,Fwd Packet Length Std,
Bwd Avg Packets/Bulk,Bwd Packet Length Max,
Bwd Avg Packets/Bulk,Bwd Packet Length Min,
Bwd Avg Packets/Bulk,Bwd Packet Length Mean,
Bwd Avg Packets/Bulk,Bwd Packet Length Std,
Bwd Avg Packets/Bulk,Flow Bytes/s,
Bwd Avg Packets/Bulk,Flow Packets/s,
Bwd Avg Packets/Bulk,Flow IAT Mean,
Bwd Avg Packets/Bulk,Flow IAT Std,
Bwd Avg Packets/Bulk,Flow IAT Max,
Bwd Avg Packets/Bulk,Flow IAT Min,
Bwd Avg Packets/Bulk,Fwd IAT Total,
Bwd Avg Packets/Bulk,Fwd IAT Mean,
Bwd Avg Packets/Bulk,Fwd IAT Std,
Bwd Avg Packets/Bulk,Fwd IAT Max,
Bwd Avg Packets/Bulk,Fwd IAT Min,
Bwd Avg Packets/Bulk,Bwd IAT Total,
Bwd Avg Packets/Bulk,Bwd IAT Mean,
Bwd Avg Packets/Bulk,Bwd IAT Std,
Bwd Avg Packets/Bulk,Bwd IAT Max,
Bwd Avg Packets/Bulk,Bwd IAT Min,
Bwd Avg Packets/Bulk,Fwd PSH Flags,
Bwd Avg Packets/Bulk,Bwd PSH Flags,
Bwd Avg Packets/Bulk,Fwd URG Flags,
Bwd Avg Packets/Bulk,Bwd URG Flags,
Bwd Avg Packets/Bulk,Fwd Header Length,
Bwd Avg Packets/Bulk,Bwd Header Length,
Bwd Avg Packets/Bulk,Fwd Packets/s,
Bwd Avg Packets/Bulk,Bwd Packets/s,
Bwd Avg Packets/Bulk,Min Packet Length,
Bwd Avg Packets/Bulk,Max Packet Length,
Bwd Avg Packets/Bulk,Packet Length Mean,
Bwd Avg Packets/Bulk,Packet Length Std,
Bwd Avg Packets/Bulk,Packet Length Variance,
Bwd Avg Packets/Bulk,FIN Flag Count,
Bwd Avg Packets/Bulk,SYN Flag Count,
Bwd Avg Packets/Bulk,RST Flag Count,
Bwd Avg Packets/Bulk,PSH Flag Count,
Bwd Avg Packets/Bulk,ACK Flag Count,
Bwd Avg Packets/Bulk,URG Flag Count,
Bwd Avg Packets/Bulk,CWE Flag Count,
Bwd Avg Packets/Bulk,ECE Flag Count,
Bwd Avg Packets/Bulk,Down/Up Ratio,
Bwd Avg Packets/Bulk,Average Packet Size,
Bwd Avg Packets/Bulk,Avg Fwd Segment Size,
Bwd Avg Packets/Bulk,Avg Bwd Segment Size,
Bwd Avg Packets/Bulk,Fwd Header Length.1,
Bwd Avg Packets/Bulk,Fwd Avg Bytes/Bulk,
Bwd Avg Packets/Bulk,Fwd Avg Packets/Bulk,
Bwd Avg Packets/Bulk,Fwd Avg Bulk Rate,
Bwd Avg Packets/Bulk,Bwd Avg Bytes/Bulk,
Bwd Avg Packets/Bulk,Bwd Avg Packets/Bulk,
Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,
Bwd Avg Packets/Bulk,Subflow Fwd Packets,
Bwd Avg Packets/Bulk,Subflow Fwd Bytes,
Bwd Avg Packets/Bulk,Subflow Bwd Packets,
Bwd Avg Packets/Bulk,Subflow Bwd Bytes,
Bwd Avg Packets/Bulk,Init_Win_bytes_forward,
Bwd Avg Packets/Bulk,Init_Win_bytes_backward,
Bwd Avg Packets/Bulk,act_data_pkt_fwd,
Bwd Avg Packets/Bulk,min_seg_size_forward,
Bwd Avg Packets/Bulk,Active Mean,
Bwd Avg Packets/Bulk,Active Std,
Bwd Avg Packets/Bulk,Active Max,
Bwd Avg Packets/Bulk,Active Min,
Bwd Avg Packets/Bulk,Idle Mean,
Bwd Avg Packets/Bulk,Idle Std,
Bwd Avg Packets/Bulk,Idle Max,
Bwd Avg Packets/Bulk,Idle Min,
Bwd Avg Bulk Rate,Destination Port,
Bwd Avg Bulk Rate,Flow Duration,
Bwd Avg Bulk Rate,Total Fwd Packets,
Bwd Avg Bulk Rate,Total Backward Packets,
Bwd Avg Bulk Rate,Total Length of Fwd Packets,
Bwd Avg Bulk Rate,Total Length of Bwd Packets,
Bwd Avg Bulk Rate,Fwd Packet Length Max,
Bwd Avg Bulk Rate,Fwd Packet Length Min,
Bwd Avg Bulk Rate,Fwd Packet Length Mean,
Bwd Avg Bulk Rate,Fwd Packet Length Std,
Bwd Avg Bulk Rate,Bwd Packet Length Max,
Bwd Avg Bulk Rate,Bwd Packet Length Min,
Bwd Avg Bulk Rate,Bwd Packet Length Mean,
Bwd Avg Bulk Rate,Bwd Packet Length Std,
Bwd Avg Bulk Rate,Flow Bytes/s,
Bwd Avg Bulk Rate,Flow Packets/s,
Bwd Avg Bulk Rate,Flow IAT Mean,
Bwd Avg Bulk Rate,Flow IAT Std,
Bwd Avg Bulk Rate,Flow IAT Max,
Bwd Avg Bulk Rate,Flow IAT Min,
Bwd Avg Bulk Rate,Fwd IAT Total,
Bwd Avg Bulk Rate,Fwd IAT Mean,
Bwd Avg Bulk Rate,Fwd IAT Std,
Bwd Avg Bulk Rate,Fwd IAT Max,
Bwd Avg Bulk Rate,Fwd IAT Min,
Bwd Avg Bulk Rate,Bwd IAT Total,
Bwd Avg Bulk Rate,Bwd IAT Mean,
Bwd Avg Bulk Rate,Bwd IAT Std,
Bwd Avg Bulk Rate,Bwd IAT Max,
Bwd Avg Bulk Rate,Bwd IAT Min,
Bwd Avg Bulk Rate,Fwd PSH Flags,
Bwd Avg Bulk Rate,Bwd PSH Flags,
Bwd Avg Bulk Rate,Fwd URG Flags,
Bwd Avg Bulk Rate,Bwd URG Flags,
Bwd Avg Bulk Rate,Fwd Header Length,
Bwd Avg Bulk Rate,Bwd Header Length,
Bwd Avg Bulk Rate,Fwd Packets/s,
Bwd Avg Bulk Rate,Bwd Packets/s,
Bwd Avg Bulk Rate,Min Packet Length,
Bwd Avg Bulk Rate,Max Packet Length,
Bwd Avg Bulk Rate,Packet Length Mean,
Bwd Avg Bulk Rate,Packet Length Std,
Bwd Avg Bulk Rate,Packet Length Variance,
Bwd Avg Bulk Rate,FIN Flag Count,
Bwd Avg Bulk Rate,SYN Flag Count,
Bwd Avg Bulk Rate,RST Flag Count,
Bwd Avg Bulk Rate,PSH Flag Count,
Bwd Avg Bulk Rate,ACK Flag Count,
Bwd Avg Bulk Rate,URG Flag Count,
Bwd Avg Bulk Rate,CWE Flag Count,
Bwd Avg Bulk Rate,ECE Flag Count,
Bwd Avg Bulk Rate,Down/Up Ratio,
Bwd Avg Bulk Rate,Average Packet Size,
Bwd Avg Bulk Rate,Avg Fwd Segment Size,
Bwd Avg Bulk Rate,Avg Bwd Segment Size,
Bwd Avg Bulk Rate,Fwd Header Length.1,
Bwd Avg Bulk Rate,Fwd Avg Bytes/Bulk,
Bwd Avg Bulk Rate,Fwd Avg Packets/Bulk,
Bwd Avg Bulk Rate,Fwd Avg Bulk Rate,
Bwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,
Bwd Avg Bulk Rate,Bwd Avg Packets/Bulk,
Bwd Avg Bulk Rate,Bwd Avg Bulk Rate,
Bwd Avg Bulk Rate,Subflow Fwd Packets,
Bwd Avg Bulk Rate,Subflow Fwd Bytes,
Bwd Avg Bulk Rate,Subflow Bwd Packets,
Bwd Avg Bulk Rate,Subflow Bwd Bytes,
Bwd Avg Bulk Rate,Init_Win_bytes_forward,
Bwd Avg Bulk Rate,Init_Win_bytes_backward,
Bwd Avg Bulk Rate,act_data_pkt_fwd,
Bwd Avg Bulk Rate,min_seg_size_forward,
Bwd Avg Bulk Rate,Active Mean,
Bwd Avg Bulk Rate,Active Std,
Bwd Avg Bulk Rate,Active Max,
Bwd Avg Bulk Rate,Active Min,
Bwd Avg Bulk Rate,Idle Mean,
Bwd Avg Bulk Rate,Idle Std,
Bwd Avg Bulk Rate,Idle Max,
Bwd Avg Bulk Rate,Idle Min,
Subflow Fwd Packets,Destination Port,
Subflow Fwd Packets,Flow Duration,
Subflow Fwd Packets,Total Fwd Packets,
Subflow Fwd Packets,Total Backward Packets,
Subflow Fwd Packets,Total Length of Fwd Packets,
Subflow Fwd Packets,Total Length of Bwd Packets,
Subflow Fwd Packets,Fwd Packet Length Max,
Subflow Fwd Packets,Fwd Packet Length Min,
Subflow Fwd Packets,Fwd Packet Length Mean,
Subflow Fwd Packets,Fwd Packet Length Std,
Subflow Fwd Packets,Bwd Packet Length Max,
Subflow Fwd Packets,Bwd Packet Length Min,
Subflow Fwd Packets,Bwd Packet Length Mean,
Subflow Fwd Packets,Bwd Packet Length Std,
Subflow Fwd Packets,Flow Bytes/s,
Subflow Fwd Packets,Flow Packets/s,
Subflow Fwd Packets,Flow IAT Mean,
Subflow Fwd Packets,Flow IAT Std,
Subflow Fwd Packets,Flow IAT Max,
Subflow Fwd Packets,Flow IAT Min,
Subflow Fwd Packets,Fwd IAT Total,
Subflow Fwd Packets,Fwd IAT Mean,
Subflow Fwd Packets,Fwd IAT Std,
Subflow Fwd Packets,Fwd IAT Max,
Subflow Fwd Packets,Fwd IAT Min,
Subflow Fwd Packets,Bwd IAT Total,
Subflow Fwd Packets,Bwd IAT Mean,
Subflow Fwd Packets,Bwd IAT Std,
Subflow Fwd Packets,Bwd IAT Max,
Subflow Fwd Packets,Bwd IAT Min,
Subflow Fwd Packets,Fwd PSH Flags,
Subflow Fwd Packets,Bwd PSH Flags,
Subflow Fwd Packets,Fwd URG Flags,
Subflow Fwd Packets,Bwd URG Flags,
Subflow Fwd Packets,Fwd Header Length,
Subflow Fwd Packets,Bwd Header Length,
Subflow Fwd Packets,Fwd Packets/s,
Subflow Fwd Packets,Bwd Packets/s,
Subflow Fwd Packets,Min Packet Length,
Subflow Fwd Packets,Max Packet Length,
Subflow Fwd Packets,Packet Length Mean,
Subflow Fwd Packets,Packet Length Std,
Subflow Fwd Packets,Packet Length Variance,
Subflow Fwd Packets,FIN Flag Count,
Subflow Fwd Packets,SYN Flag Count,
Subflow Fwd Packets,RST Flag Count,
Subflow Fwd Packets,PSH Flag Count,
Subflow Fwd Packets,ACK Flag Count,
Subflow Fwd Packets,URG Flag Count,
Subflow Fwd Packets,CWE Flag Count,
Subflow Fwd Packets,ECE Flag Count,
Subflow Fwd Packets,Down/Up Ratio,
Subflow Fwd Packets,Average Packet Size,
Subflow Fwd Packets,Avg Fwd Segment Size,
Subflow Fwd Packets,Avg Bwd Segment Size,
Subflow Fwd Packets,Fwd Header Length.1,
Subflow Fwd Packets,Fwd Avg Bytes/Bulk,
Subflow Fwd Packets,Fwd Avg Packets/Bulk,
Subflow Fwd Packets,Fwd Avg Bulk Rate,
Subflow Fwd Packets,Bwd Avg Bytes/Bulk,
Subflow Fwd Packets,Bwd Avg Packets/Bulk,
Subflow Fwd Packets,Bwd Avg Bulk Rate,
Subflow Fwd Packets,Subflow Fwd Packets,
Subflow Fwd Bytes,Destination Port,
Subflow Fwd Bytes,Flow Duration,
Subflow Fwd Bytes,Total Fwd Packets,
Subflow Fwd Bytes,Total Backward Packets,
Subflow Fwd Bytes,Total Length of Fwd Packets,
Subflow Fwd Bytes,Total Length of Bwd Packets,
Subflow Fwd Bytes,Fwd Packet Length Max,
Subflow Fwd Bytes,Fwd Packet Length Min,
Subflow Fwd Bytes,Fwd Packet Length Mean,
Subflow Fwd Bytes,Fwd Packet Length Std,
Subflow Fwd Bytes,Bwd Packet Length Max,
Subflow Fwd Bytes,Bwd Packet Length Min,
Subflow Fwd Bytes,Bwd Packet Length Mean,
Subflow Fwd Bytes,Bwd Packet Length Std,
Subflow Fwd Bytes,Flow Bytes/s,
Subflow Fwd Bytes,Flow Packets/s,
Subflow Fwd Bytes,Flow IAT Mean,
Subflow Fwd Bytes,Flow IAT Std,
Subflow Fwd Bytes,Flow IAT Max,
Subflow Fwd Bytes,Flow IAT Min,
Subflow Fwd Bytes,Fwd IAT Total,
Subflow Fwd Bytes,Fwd IAT Mean,
Subflow Fwd Bytes,Fwd IAT Std,
Subflow Fwd Bytes,Fwd IAT Max,
Subflow Fwd Bytes,Fwd IAT Min,
Subflow Fwd Bytes,Bwd IAT Total,
Subflow Fwd Bytes,Bwd IAT Mean,
Subflow Fwd Bytes,Bwd IAT Std,
Subflow Fwd Bytes,Bwd IAT Max,
Subflow Fwd Bytes,Bwd IAT Min,
Subflow Fwd Bytes,Fwd PSH Flags,
Subflow Fwd Bytes,Bwd PSH Flags,
Subflow Fwd Bytes,Fwd URG Flags,
Subflow Fwd Bytes,Bwd URG Flags,
Subflow Fwd Bytes,Fwd Header Length,
Subflow Fwd Bytes,Bwd Header Length,
Subflow Fwd Bytes,Fwd Packets/s,
Subflow Fwd Bytes,Bwd Packets/s,
Subflow Fwd Bytes,Min Packet Length,
Subflow Fwd Bytes,Max Packet Length,
Subflow Fwd Bytes,Packet Length Mean,
Subflow Fwd Bytes,Packet Length Std,
Subflow Fwd Bytes,Packet Length Variance,
Subflow Fwd Bytes,FIN Flag Count,
Subflow Fwd Bytes,SYN Flag Count,
Subflow Fwd Bytes,RST Flag Count,
Subflow Fwd Bytes,PSH Flag Count,
Subflow Fwd Bytes,ACK Flag Count,
Subflow Fwd Bytes,URG Flag Count,
Subflow Fwd Bytes,CWE Flag Count,
Subflow Fwd Bytes,ECE Flag Count,
Subflow Fwd Bytes,Down/Up Ratio,
Subflow Fwd Bytes,Average Packet Size,
Subflow Fwd Bytes,Avg Fwd Segment Size,
Subflow Fwd Bytes,Avg Bwd Segment Size,
Subflow Fwd Bytes,Fwd Header Length.1,
Subflow Fwd Bytes,Fwd Avg Bytes/Bulk,
Subflow Fwd Bytes,Fwd Avg Packets/Bulk,
Subflow Fwd Bytes,Fwd Avg Bulk Rate,
Subflow Fwd Bytes,Bwd Avg Bytes/Bulk,
Subflow Fwd Bytes,Bwd Avg Packets/Bulk,
Subflow Fwd Bytes,Bwd Avg Bulk Rate,
Subflow Fwd Bytes,Subflow Fwd Packets,
Subflow Fwd Bytes,Subflow Fwd Bytes,
Subflow Bwd Packets,Destination Port,
Subflow Bwd Packets,Flow Duration,
Subflow Bwd Packets,Total Fwd Packets,
Subflow Bwd Packets,Total Backward Packets,
Subflow Bwd Packets,Total Length of Fwd Packets,
Subflow Bwd Packets,Total Length of Bwd Packets,
Subflow Bwd Packets,Fwd Packet Length Max,
Subflow Bwd Packets,Fwd Packet Length Min,
Subflow Bwd Packets,Fwd Packet Length Mean,
Subflow Bwd Packets,Fwd Packet Length Std,
Subflow Bwd Packets,Bwd Packet Length Max,
Subflow Bwd Packets,Bwd Packet Length Min,
Subflow Bwd Packets,Bwd Packet Length Mean,
Subflow Bwd Packets,Bwd Packet Length Std,
Subflow Bwd Packets,Flow Bytes/s,
Subflow Bwd Packets,Flow Packets/s,
Subflow Bwd Packets,Flow IAT Mean,
Subflow Bwd Packets,Flow IAT Std,
Subflow Bwd Packets,Flow IAT Max,
Subflow Bwd Packets,Flow IAT Min,
Subflow Bwd Packets,Fwd IAT Total,
Subflow Bwd Packets,Fwd IAT Mean,
Subflow Bwd Packets,Fwd IAT Std,
Subflow Bwd Packets,Fwd IAT Max,
Subflow Bwd Packets,Fwd IAT Min,
Subflow Bwd Packets,Bwd IAT Total,
Subflow Bwd Packets,Bwd IAT Mean,
Subflow Bwd Packets,Bwd IAT Std,
Subflow Bwd Packets,Bwd IAT Max,
Subflow Bwd Packets,Bwd IAT Min,
Subflow Bwd Packets,Fwd PSH Flags,
Subflow Bwd Packets,Bwd PSH Flags,
Subflow Bwd Packets,Fwd URG Flags,
Subflow Bwd Packets,Bwd URG Flags,
Subflow Bwd Packets,Fwd Header Length,
Subflow Bwd Packets,Bwd Header Length,
Subflow Bwd Packets,Fwd Packets/s,
Subflow Bwd Packets,Bwd Packets/s,
Subflow Bwd Packets,Min Packet Length,
Subflow Bwd Packets,Max Packet Length,
Subflow Bwd Packets,Packet Length Mean,
Subflow Bwd Packets,Packet Length Std,
Subflow Bwd Packets,Packet Length Variance,
Subflow Bwd Packets,FIN Flag Count,
Subflow Bwd Packets,SYN Flag Count,
Subflow Bwd Packets,RST Flag Count,
Subflow Bwd Packets,PSH Flag Count,
Subflow Bwd Packets,ACK Flag Count,
Subflow Bwd Packets,URG Flag Count,
Subflow Bwd Packets,CWE Flag Count,
Subflow Bwd Packets,ECE Flag Count,
Subflow Bwd Packets,Down/Up Ratio,
Subflow Bwd Packets,Average Packet Size,
Subflow Bwd Packets,Avg Fwd Segment Size,
Subflow Bwd Packets,Avg Bwd Segment Size,
Subflow Bwd Packets,Fwd Header Length.1,
Subflow Bwd Packets,Fwd Avg Bytes/Bulk,
Subflow Bwd Packets,Fwd Avg Packets/Bulk,
Subflow Bwd Packets,Fwd Avg Bulk Rate,
Subflow Bwd Packets,Bwd Avg Bytes/Bulk,
Subflow Bwd Packets,Bwd Avg Packets/Bulk,
Subflow Bwd Packets,Bwd Avg Bulk Rate,
Subflow Bwd Packets,Subflow Fwd Packets,
Subflow Bwd Packets,Subflow Fwd Bytes,
Subflow Bwd Packets,Subflow Bwd Packets,
Subflow Bwd Bytes,Destination Port,
Subflow Bwd Bytes,Flow Duration,
Subflow Bwd Bytes,Total Fwd Packets,
Subflow Bwd Bytes,Total Backward Packets,
Subflow Bwd Bytes,Total Length of Fwd Packets,
Subflow Bwd Bytes,Total Length of Bwd Packets,
Subflow Bwd Bytes,Fwd Packet Length Max,
Subflow Bwd Bytes,Fwd Packet Length Min,
Subflow Bwd Bytes,Fwd Packet Length Mean,
Subflow Bwd Bytes,Fwd Packet Length Std,
Subflow Bwd Bytes,Bwd Packet Length Max,
Subflow Bwd Bytes,Bwd Packet Length Min,
Subflow Bwd Bytes,Bwd Packet Length Mean,
Subflow Bwd Bytes,Bwd Packet Length Std,
Subflow Bwd Bytes,Flow Bytes/s,
Subflow Bwd Bytes,Flow Packets/s,
Subflow Bwd Bytes,Flow IAT Mean,
Subflow Bwd Bytes,Flow IAT Std,
Subflow Bwd Bytes,Flow IAT Max,
Subflow Bwd Bytes,Flow IAT Min,
Subflow Bwd Bytes,Fwd IAT Total,
Subflow Bwd Bytes,Fwd IAT Mean,
Subflow Bwd Bytes,Fwd IAT Std,
Subflow Bwd Bytes,Fwd IAT Max,
Subflow Bwd Bytes,Fwd IAT Min,
Subflow Bwd Bytes,Bwd IAT Total,
Subflow Bwd Bytes,Bwd IAT Mean,
Subflow Bwd Bytes,Bwd IAT Std,
Subflow Bwd Bytes,Bwd IAT Max,
Subflow Bwd Bytes,Bwd IAT Min,
Subflow Bwd Bytes,Fwd PSH Flags,
Subflow Bwd Bytes,Bwd PSH Flags,
Subflow Bwd Bytes,Fwd URG Flags,
Subflow Bwd Bytes,Bwd URG Flags,
Subflow Bwd Bytes,Fwd Header Length,
Subflow Bwd Bytes,Bwd Header Length,
Subflow Bwd Bytes,Fwd Packets/s,
Subflow Bwd Bytes,Bwd Packets/s,
Subflow Bwd Bytes,Min Packet Length,
Subflow Bwd Bytes,Max Packet Length,
Subflow Bwd Bytes,Packet Length Mean,
Subflow Bwd Bytes,Packet Length Std,
Subflow Bwd Bytes,Packet Length Variance,
Subflow Bwd Bytes,FIN Flag Count,
Subflow Bwd Bytes,SYN Flag Count,
Subflow Bwd Bytes,RST Flag Count,
Subflow Bwd Bytes,PSH Flag Count,
Subflow Bwd Bytes,ACK Flag Count,
Subflow Bwd Bytes,URG Flag Count,
Subflow Bwd Bytes,CWE Flag Count,
Subflow Bwd Bytes,ECE Flag Count,
Subflow Bwd Bytes,Down/Up Ratio,
Subflow Bwd Bytes,Average Packet Size,
Subflow Bwd Bytes,Avg Fwd Segment Size,
Subflow Bwd Bytes,Avg Bwd Segment Size,
Subflow Bwd Bytes,Fwd Header Length.1,
Subflow Bwd Bytes,Fwd Avg Bytes/Bulk,
Subflow Bwd Bytes,Fwd Avg Packets/Bulk,
Subflow Bwd Bytes,Fwd Avg Bulk Rate,
Subflow Bwd Bytes,Bwd Avg Bytes/Bulk,
Subflow Bwd Bytes,Bwd Avg Packets/Bulk,
Subflow Bwd Bytes,Bwd Avg Bulk Rate,
Subflow Bwd Bytes,Subflow Fwd Packets,
Subflow Bwd Bytes,Subflow Fwd Bytes,
Subflow Bwd Bytes,Subflow Bwd Packets,
Subflow Bwd Bytes,Subflow Bwd Bytes,
Init_Win_bytes_forward,Destination Port,
Init_Win_bytes_forward,Flow Duration,
Init_Win_bytes_forward,Total Fwd Packets,
Init_Win_bytes_forward,Total Backward Packets,
Init_Win_bytes_forward,Total Length of Fwd Packets,
Init_Win_bytes_forward,Total Length of Bwd Packets,
Init_Win_bytes_forward,Fwd Packet Length Max,
Init_Win_bytes_forward,Fwd Packet Length Min,
Init_Win_bytes_forward,Fwd Packet Length Mean,
Init_Win_bytes_forward,Fwd Packet Length Std,
Init_Win_bytes_forward,Bwd Packet Length Max,
Init_Win_bytes_forward,Bwd Packet Length Min,
Init_Win_bytes_forward,Bwd Packet Length Mean,
Init_Win_bytes_forward,Bwd Packet Length Std,
Init_Win_bytes_forward,Flow Bytes/s,
Init_Win_bytes_forward,Flow Packets/s,
Init_Win_bytes_forward,Flow IAT Mean,
Init_Win_bytes_forward,Flow IAT Std,
Init_Win_bytes_forward,Flow IAT Max,
Init_Win_bytes_forward,Flow IAT Min,
Init_Win_bytes_forward,Fwd IAT Total,
Init_Win_bytes_forward,Fwd IAT Mean,
Init_Win_bytes_forward,Fwd IAT Std,
Init_Win_bytes_forward,Fwd IAT Max,
Init_Win_bytes_forward,Fwd IAT Min,
Init_Win_bytes_forward,Bwd IAT Total,
Init_Win_bytes_forward,Bwd IAT Mean,
Init_Win_bytes_forward,Bwd IAT Std,
Init_Win_bytes_forward,Bwd IAT Max,
Init_Win_bytes_forward,Bwd IAT Min,
Init_Win_bytes_forward,Fwd PSH Flags,
Init_Win_bytes_forward,Bwd PSH Flags,
Init_Win_bytes_forward,Fwd URG Flags,
Init_Win_bytes_forward,Bwd URG Flags,
Init_Win_bytes_forward,Fwd Header Length,
Init_Win_bytes_forward,Bwd Header Length,
Init_Win_bytes_forward,Fwd Packets/s,
Init_Win_bytes_forward,Bwd Packets/s,
Init_Win_bytes_forward,Min Packet Length,
Init_Win_bytes_forward,Max Packet Length,
Init_Win_bytes_forward,Packet Length Mean,
Init_Win_bytes_forward,Packet Length Std,
Init_Win_bytes_forward,Packet Length Variance,
Init_Win_bytes_forward,FIN Flag Count,
Init_Win_bytes_forward,SYN Flag Count,
Init_Win_bytes_forward,RST Flag Count,
Init_Win_bytes_forward,PSH Flag Count,
Init_Win_bytes_forward,ACK Flag Count,
Init_Win_bytes_forward,URG Flag Count,
Init_Win_bytes_forward,CWE Flag Count,
